发布日期,省,市,区,物资需求机构,捐赠地址,公告标题,N95口罩,医用外科口罩,一次性医用口罩,防护服,一次性医用帽,护目镜,防冲击眼罩,防护面罩,医用一次性乳胶手套,一次性手术衣,84消毒液,医用酒精,联系人/联系方式,来源网址,来源网站,是否政府网站
2020-01-29,黑龙江省,哈尔滨市,延寿县,延寿县红十字会,延寿县延寿镇西同庆街234号（县卫生健康局302室）,哈尔滨市延寿县人民政府 通知公告 “抗击新型冠状病毒感染的肺炎疫情”募捐倡议书,1,1,,1,,1,,1,,,1,,赵延春:15216999777  温立君:13504819977,"=HYPERLINK(""http://www.hlyanshou.gov.cn/art/2020/1/29/art_21652_869387.html"")",哈尔滨市延寿县人民政府,是
2020-01-29,陕西省,铜川市,印台区,铜川市印台区新型冠状病毒感染的肺炎疫情联防联控指挥部办公室,铜川市印台区城关北街100号院内左侧办公楼304办公室，联系电话,铜川市印台区新型冠状病毒感染的肺炎疫情联防联控指挥部办公室接受捐赠公告,1,1,1,1,,,,,,,1,,0919-4181359,"=HYPERLINK(""http://www.yintai.gov.cn/html/2020/gsgg_0129/27221.html"")",铜川市印台区人民政府_铜川市印台区人民政府门户网站,是
2020-01-29,陕西省,汉中市,略阳县,略阳县红十字会,略阳县红十字会办公室（县卫健局二楼）,公示公告-略阳信息公开网,1,1,,1,,,,,,,,,0916-4828817,"=HYPERLINK(""http://xxgk.lueyang.gov.cn/info/egovinfo/1062/nry/01604465-7-ZXGK/2020-0130001.htm"")",略阳信息公开网,是
2020-01-29,陕西省,汉中市,,汉中市南郑区红十字会,区委区政府综合大楼710室,汉中市南郑区人民政府,1,,,1,1,1,,1,,,1,1,李莉:13891634003  吴冰:13369258106,"=HYPERLINK(""http://www.nanzheng.gov.cn/html/xwzx/gsgg/102692/102692.html"")",汉中市南郑区人民政府,是
2020-01-29,陕西省,宝鸡市,千阳县,千阳县红十字会,县民政局院内，退役军人事务局大楼四楼,"千阳县红十字会募捐公告,通知公告,千阳县人民政府",1,1,1,1,,1,,1,,,1,1,0917-4242198,"=HYPERLINK(""http://www.qianyang.gov.cn/index.php?ie=2-338-81142-1"")",千阳县人民政府,是
2020-01-29,辽宁省,鞍山市,岫岩满族自治县,县慈善总会,岫岩县中心街41号,岫岩满族自治县人民政府,1,,,1,,,,,1,,,,傅云光:13604910768  林伟华:13704223523  孙德斌:13998061177,"=HYPERLINK(""http://www.xiuyan.gov.cn/government/view/id/16968.html"")",岫岩满族自治县人民政府,是
2020-01-29,辽宁省,营口市,鲅鱼圈区,营口市鲅鱼圈区红十字会,鲅鱼圈区市民服务中心731室,鲅鱼圈区红十字会接收社会捐赠肺炎疫情防控物资的公告,1,1,,1,,1,,1,,1,1,,0417-6213339,"=HYPERLINK(""http://www.ykdz.gov.cn/003/003001/20200130/fa15613d-ba09-4f0d-ae21-f68c0a878387.html"")",营口市鲅鱼圈区人民政府、营口经济技术开发区,是
2020-01-29,辽宁省,本溪市,明山区,本溪市第六人民医院,辽宁省本溪市明山区地工路32号本溪市第六人民医院,本溪市第六人民医院接受爱心捐赠公告,1,1,,1,,1,,1,,,,,024-4487177、024-4487179、024-4487188,"=HYPERLINK(""http://www.pingshan.gov.cn/xwdt/pszx/content_435801"")",平山区人民政府,是
2020-01-29,福建省,龙岩市,,龙岩市民政局,龙岩市民政局,具体详见《龙岩市红十字会关于接收社会捐赠的公告,1,,,1,,1,,1,,,,,0597-2286959、0597-3080961,"=HYPERLINK(""http://www.longyan.gov.cn/zt/rdzt/xxgzbdfyfkzl/202001/t20200130_1640319.htm"")",龙岩市人民政府门户网站,是
2020-01-29,福建省,莆田市,秀屿区,莆田市秀屿区医院,福建省莆田市秀屿区笏石镇大众路579号莆田市秀屿区医院,秀屿区医院接受社会捐赠的紧急公告,1,1,,1,,,,1,,,1,,陈先生:13859826020  林女士:13959576158,"=HYPERLINK(""http://www.ptxy.gov.cn/zwgk/gsgg/202001/t20200130_1443190.htm"")",莆田市秀屿区人民政府,是
2020-01-29,福建省,漳州市,东山县,东山县应对新型冠状病毒感染的肺炎防控工作领导小组,东山县应对新型冠状病毒感染的肺炎防控工作领导小组,东山县关于接收捐赠款物的公告,1,,,1,,1,,1,,,,,资捐赠:18959635161  金捐赠:18959635161,"=HYPERLINK(""http://www.dongshandao.gov.cn/cms/html/dsxrmzf/2020-01-30/1442095118.html"")",www.dongshandao.gov.cn,是
2020-01-29,甘肃省,张掖市,高台县,高台县中医医院,高台县中医医院（高台县城关镇滨河社区北环路662号）,高台县中医医院急需采购及接受社会爱心捐赠物资的公告,1,1,1,1,,1,1,1,,,,,0936-6621610,"=HYPERLINK(""http://www.gaotai.gov.cn/zw/zfxxgkml/tzgg/202001/t20200129_377179.html"")",甘肃高台网-高台县人民政府门户网站,是
2020-01-29,甘肃省,张掖市,高台县,高台县人民医院,高台县人民医院（高台县城关镇南环城路1号）,高台县人民医院急需采购及接受社会爱心捐赠物资的公告,1,1,1,1,,1,1,1,,,,,0936-6620016,"=HYPERLINK(""http://www.gaotai.gov.cn/zw/zfxxgkml/tzgg/202001/t20200129_376979.html"")",甘肃高台网-高台县人民政府门户网站,是
2020-01-29,甘肃省,平凉市,庄浪县,庄浪县红十字会,庄浪县水洛镇东关街46号,【疫情防控】庄浪县卫生健康局、庄浪县红十字会关于联合呼吁接收社会捐赠的公告,1,1,,1,,1,,1,,,,,王彦君:17793378319  李伟亮:18793326216,"=HYPERLINK(""http://www.gszhuanglang.gov.cn/index.php/cms/item-view-id-46594.shtml"")",www.gszhuanglang.gov.cn,是
2020-01-29,湖南省,长沙市,长沙县,长沙县红十字会,长沙县红十字会,转发扩散！长沙县红十字会接受社会爱心捐赠公告,1,1,,1,,1,,,1,,,,杨策良:13874834866  周娟芳:15874900085,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5678372"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-29,湖南省,长沙市,长沙县,长沙县红十字会,长沙县星沙街道望仙路73号县红十字会(原县住建局办公楼213室),长沙县红十字会接受社会爱心捐赠公告,1,1,,1,,1,,,1,,,,杨策良:13874834866  周娟芳:15874900085,"=HYPERLINK(""http://cs.voc.com.cn/article/202001/202001291754517050.html"")",长沙事-长沙第一城市生活门户,否
2020-01-29,湖南省,邵阳市,大祥区,邵阳市新型冠状病毒感染的肺炎疫情防控工作指挥部第1号令,湖南省邵阳市大祥区宝庆中路乾元巷36号,邵阳市中心医院接受社会爱心捐赠公告,1,1,,1,1,1,,1,,,,,方式:13508426069  刘凯）:15107397799,"=HYPERLINK(""http://m.syxwnet.com/p/97958.html"")",首页,否
2020-01-29,湖南省,衡阳市,石鼓区,石鼓区红十字会,石鼓区红十字会(石鼓区石鼓路66号),石鼓区红十字会接收社会捐赠公告,1,1,,1,1,1,,1,1,,1,,刘勇:13975429656  罗艳:13873471319,"=HYPERLINK(""http://www.hysgq.gov.cn/c6781/20200129/i428608.html"")",石鼓区人民政府,是
2020-01-29,湖南省,益阳市,,湖南益阳康雅医院,湖南益阳市梓山西路212号康雅医院,湖南益阳康雅医院接受社会爱心捐赠公告,1,1,1,1,,1,,1,,1,,,部谭希:13332512690  部高萍:17363724569  吴大可:13327375898,"=HYPERLINK(""http://www.yygxq.gov.cn/27335/27343/content_1118132.html"")",,是
2020-01-29,湖南省,湘西土家族苗族自治州,吉首市,吉首市红十字会,吉首市红十字会办公室（吉首市政府大楼B栋1楼134室）,吉首市红十字会接受社会爱心捐赠通告-吉首市站,1,1,,1,,1,,,,,1,,唐凌晖:13974390271  田杨梅:16674311820,"=HYPERLINK(""https://jishou-wap.rednet.cn/content/2020/01/31/6666103.html"")",jishou-wap.rednet.cn,否
2020-01-29,湖南省,永州市,蓝山县,蓝山县中心医院,湖南省永州市蓝山县塔峰镇塔峰路32号-蓝山县中心医院,蓝山县中心医院接受社会捐赠公告,1,1,,1,1,1,,1,,1,,,谢老师:13974689321,"=HYPERLINK(""http://www.lsxw.gov.cn/Info.aspx?ModelId=1&Id=85159"")","蓝山新闻网-红网蓝山站(中共蓝山县委、蓝山县人民政府主办,中共蓝山县委宣传部承办)",是
2020-01-29,湖南省,岳阳市,岳阳楼区,岳阳楼区红十字会,现场捐款,岳阳楼区：关于接受抗击新型冠状病毒感染的肺炎疫情所需物资等社会捐赠的公告,1,1,,1,,1,,,1,,,,0730-2955005、0730-2955006,"=HYPERLINK(""http://yy.voc.com.cn/view.php?tid-22615-cid-29.html"")",华声在线岳阳频道,否
2020-01-29,湖南省,娄底市,娄星区,娄底市新型冠状病毒感染的肺炎疫情防控工作指挥部,湖南省娄底市新型冠状病毒感染的肺炎疫情防控工作指挥部（市卫生健康委办公楼、娄星区乐坪大道489号),娄底市新型冠状病毒感染的肺炎疫情防控工作指挥部接受社会捐赠公告,1,1,,1,1,1,,1,1,1,1,,0738-8286677,"=HYPERLINK(""http://ldrb.xxcmw.com/2020/01/30/559551.html"")",娄底日报电子版,否
2020-01-29,湖北省,襄阳市,襄城区,襄阳市新型冠状病毒感染的肺炎防控指挥部,襄阳市襄城区溪苑路12号,襄阳关于接受社会爱心捐赠的通告,1,1,,1,1,1,,1,,,1,,张永忠:13886277277,"=HYPERLINK(""http://www.xf.gov.cn/zxzx/jrgz/202001/t20200129_2019462.shtml"")",,是
2020-01-29,湖北省,武汉市,,武汉市新型肺炎防控指挥部应急保障组,武汉市新型肺炎防控指挥部应急保障组,武汉市人民政府门户网站,,,,,,,,,,,,,黄章红:18971110315  叶道松:18971111653  唐舟:18971112686,"=HYPERLINK(""http://www.wuhan.gov.cn/hbgovinfo/zwgk_8265/tzgg/202001/t20200130_304262.html"")",提示,是
2020-01-29,湖北省,宜昌市,夷陵区,夷陵区新型冠状病毒感染的肺炎防控指挥部,宜昌市夷陵区小溪塔锦江大道59号,夷陵区新冠肺炎防控指挥部接受社会捐赠 - 公示公告 - 宜昌市夷陵区人民政府,1,1,1,1,,1,,1,,1,,,史丹丹:13507208696  田佳:13277236520  秦小莉:13986813839,"=HYPERLINK(""http://www.10.gov.cn/content-638-528162-1.html"")",宜昌市夷陵区人民政府,是
2020-01-29,湖北省,宜昌市,夷陵区,夷陵区新型冠状病毒感染的肺炎防控指挥部,宜昌市夷陵区小溪塔锦江大道59号,"夷陵区新冠肺炎防控指挥部接受社会捐赠 - 公示公告 - 宜昌市夷陵区人民政府_冠亚体育,冠亚体育首页",1,1,1,1,,1,,1,,1,,,史丹丹:13507208696  田佳:13277236520  秦小莉:13986813839,"=HYPERLINK(""http://www.whwkyd.com/content-638-528162-1.html"")",冠亚体育_冠亚体育首页▎,否
2020-01-29,湖北省,孝感市,孝昌县,孝感市新型冠状病毒感染的肺炎防控指挥部,孝昌县汇通大道站前1路1号,孝感市新型冠状病毒感染的肺炎防控指挥部募捐采购公告,1,1,,1,,1,,1,,,,,熊继新:13995858369  蔡华卿:19971118162  汪中华:13607299528  杨敏:13707295500  宋欢:15927122586  沈斌:13807295404  冯贤辉:13177259610  吴哲高:15971196255  周福云:13971946210  邹友彪:13907294579  王晖:13797158985  方向阳:13907291649  李成虎:13764732312,"=HYPERLINK(""http://www.hbdawu.gov.cn/content/200130_003.shtml"")",大悟县人民政府门户网站,是
2020-01-29,湖北省,孝感市,孝昌县,孝感市新型冠状病毒感染的肺炎防控指挥部,孝昌县汇通大道站前1路1号,孝感市新型冠状病毒感染的肺炎防控指挥部募捐采购公告 - 公示公告-孝感市门户网站,1,1,,1,,1,,1,,,,,熊继新:13995858369  蔡华卿:19971118162  汪中华:13607299528  杨敏:13707295500  宋欢:15927122586  沈斌:13807295404  冯贤辉:13177259610  吴哲高:15971196255  周福云:13971946210  邹友彪:13907294579  王晖:13797158985  方向阳:13907291649  李成虎:13764732312,"=HYPERLINK(""http://www.xiaogan.gov.cn/gsgg/743197.jhtml"")",孝感市门户网站,是
2020-01-29,湖北省,孝感市,孝昌县,孝感市新型冠状病毒感染的肺炎防控指挥部,孝昌县汇通大道站前1路1号,孝感市新型冠状病毒感染的肺炎防控指挥部募捐采购公告-汉川市政府门户网站,1,1,,1,,1,,1,,,,,熊继新:13995858369  蔡华卿:19971118162  汪中华:13607299528  杨敏:13707295500  宋欢:15927122586  沈斌:13807295404  冯贤辉:13177259610  吴哲高:15971196255  周福云:13971946210  邹友彪:13907294579  王晖:13797158985  方向阳:13907291649  李成虎:13764732312,"=HYPERLINK(""http://www.hanchuan.gov.cn/news/2020130/n653584949.html"")",中国·汉川,是
2020-01-29,湖北省,孝感市,孝昌县,孝感市新型冠状病毒感染的肺炎防控指挥部,孝昌县汇通大道站前1路1号,孝感市孝南区人民政府,1,1,,1,,1,,1,,,,,熊继新:13995858369  蔡华卿:19971118162  汪中华:13607299528  杨敏:13707295500  宋欢:15927122586  沈斌:13807295404  冯贤辉:13177259610  吴哲高:15971196255  周福云:13971946210  邹友彪:13907294579  王晖:13797158985  方向阳:13907291649  李成虎:13764732312,"=HYPERLINK(""http://www.xiaonan.gov.cn/xnweb/preToPrint.shtml?messageId=20000011030876"")",,是
2020-01-29,湖北省,咸宁市,,咸宁市新型冠状病毒感染的肺炎防控指挥部,咸宁市新型冠状病毒感染的肺炎防控指挥部,咸宁市新型冠状病毒感染的肺炎防控治疗机构接受社会捐赠有关事项的公告,1,,,1,,1,,1,,,,,郑强:13807240685  夏丹:18271110668  科长:13997502572  海燕:13545601945  柏松:13972839618  敬华:13997532388  杨勇:13872192996  金龙:13986621966  刘族:13807243093  光敏:13886546968  勇军:13687145730  秀红:13972822567,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5696543"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-29,海南省,海口市,,海南省新型冠状病毒感染肺炎疫情防控工作指挥部,海口市白龙南路43号海建大厦副楼2楼，海南省红十字会，邮编570203,[坚决打赢疫情防控阻击战]​海南发布接收防控疫情社会捐赠渠道信息，急需品种包括 -- 今日儋州 -- 儋州市人民政府,1,1,,1,1,1,,1,,,1,,施扬成:13976222669  李娟:13907650967  税江:18089899269,"=HYPERLINK(""http://www.danzhou.gov.cn/danzhou/ywdt/jrdz/202001/t20200130_2741938.html"")",儋州市人民政府网,是
2020-01-29,海南省,海口市,,海南省新型冠状病毒感染肺炎疫情防控工作指挥部,海口市白龙南路43号海建大厦副楼2楼，海南省红十字会，邮编570203,}扩散！海南发布接受社会捐赠物资公告,1,1,,1,1,1,,1,,,1,,施扬成:13976222669  李娟:13907650967  税江:18089899269,"=HYPERLINK(""http://www.yidianzixun.com/article/0OVMEdVV"")",一点资讯,否
2020-01-29,海南省,三亚市,,三亚市新型冠状病毒感染的肺炎疫情防控指挥部,中国海南省三亚市凤凰路155号三亚湾红树林酒店会展中心1M楼防疫指挥中心物资保障组,三亚官方捐赠通道开通！急需物资清单如下_通知公告_三亚市交通运输局,1,1,,1,,1,,1,1,1,,,陈聪:13876202226,"=HYPERLINK(""http://www.sanya.gov.cn/jtjsite/tzgg/202001/51de997caa274d91bfcdffd28c8bd362.shtml"")",三亚市人民政府网,是
2020-01-29,海南省,三亚市,,三亚市新型冠状病毒感染的肺炎疫情防控指挥部,中国海南省三亚市凤凰路155号三亚湾红树林酒店会展中心1M楼防疫指挥中心物资保障组,三亚市新型冠状病毒感染的肺炎疫情防控指挥部通告_公告公示_三亚市人民政府网,1,1,,1,,1,,1,1,1,,,陈聪:13876202226,"=HYPERLINK(""http://www.sanya.gov.cn/sanyasite/gggs/202001/4f684bf74c154327ae8f84875871cdca.shtml"")",三亚市人民政府网,是
2020-01-29,浙江省,绍兴市,越城区,越城区慈善总会,越城区慈善总会,越城区慈善总会关于开启抗击新型冠状病毒疫情专项募捐爱心通道公告,1,,,1,,1,,1,,,,,0575-8522658,"=HYPERLINK(""http://www.sxyc.gov.cn/art/2020/1/29/art_1559740_41860814.html"")",绍兴市越城区人民政府,是
2020-01-29,浙江省,绍兴市,,绍兴市红十字会,绍兴市红十字会,我市防控新型冠状病毒感染的肺炎疫情接受社会捐赠公告,1,1,,1,,1,,1,,,,,0575-8508552、0575-8800434,"=HYPERLINK(""http://www.shaoxing.com.cn/xinwen/p/2786950.html"")",绍兴网,否
2020-01-29,浙江省,湖州市,,防控工作领导小组办公室,防控工作领导小组办公室,湖州市关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠的公告,1,1,1,1,,1,1,1,,,1,,手机:18205721027  陈翔:18257293124  款手机:15167228259  物手机:13587232462,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5673728"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-29,河南省,许昌市,,许昌市红十字会。,许昌市竹林路创业服务中心B座1802许昌市红十字会,许昌市红十字会 关于防控新型冠状病毒感染的肺炎疫情 接受社会捐赠的通告 - 许昌广播电视网,1,1,,1,1,1,,1,,,1,,0374-2335435,"=HYPERLINK(""http://xctv.cn/4805"")",xctv.cn,否
2020-01-29,河南省,周口市,太康县,太康县新型冠状病毒感染的肺炎疫情防控指挥部,太康县新型冠状病毒感染的肺炎疫情防控指挥部,太康县新型冠状病毒感染的肺炎疫情防控指挥部关于接受捐赠的公告,1,,,1,,1,,1,,,,,徐汝华:13839488018  陈斌:15518015789,"=HYPERLINK(""http://www.tkxc.gov.cn/Item/Show.asp?m=1&d=9600"")",中国太康,是
2020-01-29,河南省,南阳市,内乡县,内乡县人民医院,内乡县郦都大道西360号,内乡县人民医院接受社会捐赠公告,1,1,1,1,,,,,,,,,号:13525161987  张主任:13838955666,"=HYPERLINK(""http://www.neixiangxian.gov.cn/2020/0129/33036.html"")",www.neixiangxian.gov.cn,是
2020-01-29,河北省,承德市,平泉市,平泉市红十字会（交通大厦1307室）,平泉市红十字会（交通大厦1307室）,平泉市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室接受社会捐赠公告,1,1,,1,,1,,1,,,,,0314-7071008、0314-7071023,"=HYPERLINK(""http://www.pingquan.gov.cn/content/97177.html"")",平泉市人民政府,是
2020-01-29,河北省,承德市,双桥区,习近平对军队做好疫情防控工作作出重要指示,双桥区牛圈子沟口承德市红十字会,承德市红十字会接受社会捐赠公告,1,1,,1,,1,,1,,,,,0314-2150045、0314-2150061、0314-2151112,"=HYPERLINK(""http://www.chengdewangmei.com/keji/shuma/2367.html"")",www.chengdewangmei.com,否
2020-01-29,江西省,南昌市,青山湖区,青山湖区红十字会,青山湖区卫生健康委员会（南昌市南京东路699号）,青山湖区红十字会接受社会捐赠的公告,1,1,,1,1,1,,1,,,1,,宜，可:13879154204,"=HYPERLINK(""http://www.ncqsh.gov.cn/id_ff8080816fb7c4e4016ff42b2dcf146b/news.shtml"")",青山湖区政务网,是
2020-01-29,江苏省,连云港市,灌云县,灌云县红十字会,灌云县红十字会,灌云县红十字会接受爱心捐赠公告,1,1,,1,,1,,1,,,1,,吕海静:15261320868  王丹丹:15896111518,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5684665"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
